Year,Month,Day,Kp_00_03,Kp_03_06,Kp_06_09,Kp_09_12,Kp_12_15,Kp_15_18,Kp_18_21,Kp_21_24,ap_00_03,ap_03_06,ap_06_09,ap_09_12,ap_12_15,ap_15_18,ap_18_21,ap_21_24,Ap_daily,SunspotNumber,F107_adj
2000,6,2,1.667,2.0,2.333,1.0,1.0,1.0,2.0,2.0,6,7,9,4,4,4,7,7,6,119,192.7
2000,6,3,2.667,2.0,2.333,3.333,3.0,1.667,3.0,2.0,12,7,9,18,15,6,15,7,11,113,170.7
2000,6,4,1.0,1.667,2.667,0.333,0.667,3.0,4.333,3.667,4,6,12,2,3,15,32,22,12,152,174.7
2000,6,5,4.0,3.0,4.0,3.333,4.667,3.0,4.0,4.0,27,15,27,18,39,15,27,27,24,143,176.1
2000,6,6,3.0,2.333,2.333,2.667,3.333,5.0,1.667,1.333,15,9,9,12,18,48,6,5,15,149,192.0
2000,6,7,1.667,1.333,2.333,2.667,2.667,2.667,2.667,3.667,6,5,9,12,12,12,12,22,11,158,185.8
2000,6,8,2.667,3.667,4.333,6.333,7.0,6.333,6.0,5.0,12,22,32,94,132,94,80,48,64,181,179.9
2000,6,9,0.667,1.333,1.333,2.333,1.333,1.0,0.333,2.333,3,5,5,9,5,4,2,9,5,184,174.1
2000,6,10,3.667,3.667,3.667,4.333,4.0,3.333,3.0,2.667,22,22,22,32,27,18,15,12,21,179,185.1
2000,6,11,2.0,3.0,2.667,4.667,4.333,5.0,4.667,1.667,7,15,12,39,32,48,39,6,25,227,192.6
2000,6,12,2.667,2.667,3.333,1.333,3.667,3.667,3.0,3.0,12,12,18,5,22,22,15,15,15,221,198.7
2000,6,13,1.667,2.333,2.333,2.667,3.333,2.0,1.667,2.667,6,9,9,12,18,7,6,12,10,235,205.5
2000,6,14,3.667,2.0,4.0,2.333,4.333,4.667,5.333,4.667,22,7,27,9,32,39,56,39,29,257,206.9
2000,6,15,5.667,2.667,2.667,2.667,3.667,3.667,4.333,2.0,67,12,12,12,22,22,32,7,23,238,208.9
2000,6,16,2.333,1.0,1.0,1.0,1.0,0.667,0.667,1.667,9,4,4,4,4,3,3,6,5,214,203.8
2000,6,17,1.333,0.667,1.0,1.0,2.0,2.333,1.667,2.0,5,3,4,4,7,9,6,7,6,209,199.4
2000,6,18,1.333,0.333,0.667,1.667,2.0,3.333,4.0,3.0,5,2,3,6,7,18,27,15,10,221,193.7
2000,6,19,2.667,3.0,0.333,0.667,0.333,2.0,1.667,1.333,12,15,2,3,2,7,6,5,6,218,184.2
2000,6,20,2.333,1.667,2.0,2.0,2.333,1.0,1.0,1.0,9,6,7,7,9,4,4,4,6,239,189.7
2000,6,21,1.0,0.667,0.667,1.0,1.333,1.667,1.667,3.333,4,3,3,4,5,6,6,18,6,221,194.2
2000,6,22,3.667,2.0,2.0,3.0,2.333,1.667,3.333,1.333,22,7,7,15,9,6,18,5,11,191,185.6
2000,6,23,2.333,3.667,2.0,1.667,5.333,4.333,5.333,4.0,9,22,7,6,56,32,56,27,27,187,181.0
2000,6,24,4.667,4.0,4.0,2.333,1.333,1.0,1.0,2.0,39,27,27,9,5,4,4,7,15,179,173.9
2000,6,25,1.333,0.667,0.667,0.667,0.667,0.667,1.667,3.333,5,3,3,3,3,3,6,18,6,167,180.9
2000,6,26,2.667,3.333,4.333,5.0,5.333,4.333,6.0,4.667,12,18,32,48,56,32,80,39,40,194,183.4
2000,6,27,4.333,2.667,3.0,2.333,3.667,3.0,3.0,3.667,32,12,15,9,22,15,15,22,18,208,184.6
2000,6,28,3.0,3.0,1.333,1.333,2.0,2.0,2.0,3.0,15,15,5,5,7,7,7,15,10,173,181.2
2000,6,29,3.333,2.333,2.667,1.0,1.667,1.333,0.667,1.333,18,9,12,4,6,5,3,5,8,164,168.8
2000,6,30,0.333,0.333,0.333,1.333,1.0,1.333,2.333,1.667,2,2,2,5,4,5,9,6,4,172,165.0
2000,7,1,2.333,1.0,2.333,1.333,1.0,0.667,2.667,2.333,9,4,9,5,4,3,12,9,7,208,169.2
2000,7,2,1.0,1.667,1.0,0.667,1.0,1.333,1.0,1.0,4,6,4,3,4,5,4,4,4,202,167.9
2000,7,3,2.0,1.667,1.333,2.0,2.667,1.667,2.0,2.667,7,6,5,7,12,6,7,12,8,178,161.5
2000,7,4,2.333,2.0,0.667,2.0,3.333,2.0,2.0,1.667,9,7,3,7,18,7,7,6,8,164,163.7
2000,7,5,1.333,1.667,2.333,2.667,3.333,3.0,1.667,0.667,5,6,9,12,18,15,6,3,9,182,174.4
2000,7,6,0.667,1.333,1.333,1.0,2.0,1.667,2.0,1.333,3,5,5,4,7,6,7,5,5,221,180.1
2000,7,7,2.0,1.333,1.0,1.333,1.0,1.0,1.667,1.667,7,5,4,5,4,4,6,6,5,254,193.5
2000,7,8,1.667,2.0,0.667,1.667,2.333,2.333,1.667,0.333,6,7,3,6,9,9,6,2,6,254,217.1
2000,7,9,0.667,1.0,1.667,1.667,1.667,1.333,1.667,2.333,3,4,6,6,6,5,6,9,6,257,218.4
2000,7,10,1.667,2.333,4.0,3.333,3.667,3.667,4.667,3.0,6,9,27,18,22,22,39,15,20,309,252.7
2000,7,11,3.333,4.333,3.333,4.333,5.333,4.333,4.333,5.0,18,32,18,32,56,32,32,48,34,290,249.7
2000,7,12,3.667,2.667,1.333,2.333,0.667,1.667,1.667,1.667,22,12,5,9,3,6,6,6,9,267,325.1
2000,7,13,1.0,2.0,2.333,5.667,7.0,6.333,2.667,3.0,4,7,9,67,132,94,12,15,42,279,239.6
2000,7,14,3.0,3.0,3.333,4.0,4.0,7.333,6.667,4.667,15,15,18,27,27,154,111,39,51,236,210.6
2000,7,15,3.0,3.667,4.667,4.333,8.0,8.667,9.0,8.667,15,22,39,32,207,300,400,300,164,213,220.1
2000,7,16,7.667,6.0,4.333,4.667,4.667,3.0,2.0,1.667,179,80,32,39,39,15,7,6,50,283,226.1
2000,7,17,3.0,2.667,2.333,2.333,2.333,1.333,1.0,1.333,15,12,9,9,9,5,4,5,8,322,235.8
2000,7,18,1.667,2.333,2.333,1.333,3.0,3.0,3.0,3.333,6,9,9,5,15,15,15,18,12,327,270.5
2000,7,19,2.333,1.0,0.667,1.0,2.0,4.333,3.667,4.333,9,4,3,4,7,32,22,32,14,353,258.0
2000,7,20,4.667,6.0,5.333,5.0,4.0,2.333,3.333,3.0,39,80,56,48,27,9,18,15,36,346,261.1
2000,7,21,2.667,2.0,1.0,1.333,2.333,1.333,1.333,1.667,12,7,4,5,9,5,5,6,7,332,259.0
2000,7,22,1.667,2.333,2.333,3.333,2.333,3.667,3.0,2.0,6,9,9,18,9,22,15,7,12,310,259.0
2000,7,23,2.0,2.333,1.333,1.667,3.667,4.667,6.0,3.333,7,9,5,6,22,39,80,18,23,286,224.3
2000,7,24,2.333,2.333,1.333,0.333,0.667,0.333,0.333,1.667,9,9,5,2,3,2,2,6,5,246,232.0
2000,7,25,1.333,1.333,0.667,1.0,1.667,2.0,1.333,2.0,5,5,3,4,6,7,5,7,5,254,208.2
2000,7,26,2.0,2.333,3.333,2.667,3.667,2.667,4.333,4.667,7,9,18,12,22,12,32,39,19,191,180.1
2000,7,27,3.667,2.0,0.667,0.333,0.667,1.0,1.667,2.333,22,7,3,2,3,4,6,9,7,181,167.4
2000,7,28,2.667,3.0,4.667,4.333,5.667,5.667,3.333,1.667,12,15,39,32,67,67,18,6,32,172,162.7
2000,7,29,4.0,3.667,3.667,5.667,4.667,3.333,2.333,2.667,27,22,22,67,39,18,9,12,27,162,157.9
2000,7,30,2.667,3.0,1.0,1.333,2.333,1.667,2.0,2.0,12,15,4,5,9,6,7,7,8,161,154.5
2000,7,31,1.333,2.0,3.333,2.0,2.667,3.0,5.333,5.0,5,7,18,7,12,15,56,48,21,134,152.4
2000,8,1,2.333,2.0,1.667,2.333,2.0,3.667,3.0,3.333,9,7,6,9,7,22,15,18,12,147,153.9
2000,8,2,3.333,3.0,2.0,1.667,1.333,2.333,3.0,2.333,18,15,7,6,5,9,15,9,10,152,155.1
2000,8,3,2.333,2.333,2.0,2.333,2.0,2.667,2.667,2.0,9,9,7,9,7,12,12,7,9,148,158.8
2000,8,4,3.333,3.0,3.333,3.333,3.0,3.667,3.333,2.667,18,15,18,18,15,22,18,12,17,152,158.7
2000,8,5,2.333,3.0,5.0,4.667,3.333,4.0,3.0,4.0,9,15,48,39,18,27,15,27,25,199,163.2
2000,8,6,4.0,4.333,2.333,2.333,3.0,2.667,2.333,3.333,27,32,9,9,15,12,9,18,16,198,170.8
2000,8,7,1.333,1.0,1.667,2.667,2.667,1.333,2.0,2.0,5,4,6,12,12,5,7,7,7,227,171.6
2000,8,8,1.667,1.333,2.0,1.333,2.333,1.667,2.0,2.0,6,5,7,5,9,6,7,7,6,194,175.6
2000,8,9,1.667,1.667,1.0,1.0,1.0,1.0,1.0,2.333,6,6,4,4,4,4,4,9,5,177,187.2
2000,8,10,1.0,2.667,4.667,4.0,4.333,3.0,3.333,5.333,4,12,39,27,32,15,18,56,25,213,185.9
2000,8,11,5.667,5.667,5.0,4.333,4.333,2.667,5.0,5.667,67,67,48,32,32,12,48,67,47,228,192.3
2000,8,12,5.0,7.333,7.667,7.667,7.333,7.333,6.333,3.667,48,154,179,179,154,154,94,22,123,235,194.3
2000,8,13,4.333,5.667,3.0,1.667,2.333,1.667,1.667,2.667,32,67,15,6,9,6,6,12,19,243,190.9
2000,8,14,0.667,1.0,0.667,1.0,2.333,3.333,3.667,4.333,3,4,3,4,9,18,22,32,12,282,194.3
2000,8,15,3.0,3.667,1.0,1.667,1.333,1.333,1.667,1.333,15,22,4,6,5,5,6,5,8,253,198.9
2000,8,16,2.0,2.0,2.333,1.333,2.0,1.333,1.667,2.0,7,7,9,5,7,5,6,7,7,246,190.3
2000,8,17,2.0,2.667,1.667,2.0,1.667,1.0,1.333,1.333,7,12,6,7,6,4,5,5,6,210,181.5
2000,8,18,1.667,1.333,0.333,0.333,0.333,0.667,0.667,0.667,6,5,2,2,2,3,3,3,3,194,173.6
2000,8,19,1.0,0.333,0.333,0.667,1.0,2.333,1.333,1.0,4,2,2,3,4,9,5,4,4,184,160.8
2000,8,20,0.0,0.333,0.0,1.667,0.667,2.333,2.0,1.0,0,2,0,6,3,9,7,4,4,147,156.0
2000,8,21,2.0,3.333,1.667,2.667,1.667,1.667,2.0,3.667,7,18,6,12,6,6,7,22,10,106,154.9
2000,8,22,1.333,1.333,0.667,0.0,0.333,0.333,0.0,0.667,5,5,3,0,2,2,0,3,2,93,147.5
2000,8,23,0.333,0.0,0.667,2.0,2.333,3.333,2.333,1.333,2,0,3,7,9,18,9,5,7,93,139.9
2000,8,24,2.333,3.0,2.667,2.0,1.667,1.333,1.0,0.667,9,15,12,7,6,5,4,3,8,106,133.5
2000,8,25,0.0,1.0,0.333,0.333,0.667,0.667,1.667,1.0,0,4,2,2,3,3,6,4,3,112,136.0
2000,8,26,1.0,1.333,1.667,1.333,1.667,1.333,0.667,0.667,4,5,6,5,6,5,3,3,5,109,139.9
2000,8,27,2.0,1.0,0.667,1.0,2.667,2.0,2.0,2.333,7,4,3,4,12,7,7,9,7,156,153.2
2000,8,28,2.333,1.333,2.0,3.333,4.0,5.0,5.333,5.0,9,5,7,18,27,48,56,48,27,183,163.2
2000,8,29,5.667,4.667,5.0,4.0,3.0,4.333,4.667,3.0,67,39,48,27,15,32,39,15,35,191,166.5
2000,8,30,3.667,3.0,2.0,2.667,2.333,2.333,2.0,3.333,22,15,7,12,9,9,7,18,12,199,167.9
2000,8,31,3.333,2.667,2.333,3.333,3.0,2.667,2.0,3.333,18,12,9,18,15,12,7,18,14,217,165.9
2000,9,1,3.333,2.667,3.667,3.333,2.667,2.667,3.667,2.667,18,12,22,18,12,12,22,12,16,202,160.5
2000,9,2,4.0,3.667,4.333,4.333,4.0,4.0,2.333,2.333,27,22,32,32,27,27,9,9,23,168,156.7
2000,9,3,0.667,2.0,0.667,0.667,1.333,1.667,3.0,2.667,3,7,3,3,5,6,15,12,7,182,156.7
2000,9,4,1.333,1.0,1.667,1.667,2.667,3.0,5.667,4.0,5,4,6,6,12,15,67,27,18,191,173.6
2000,9,5,1.333,1.667,1.333,1.0,1.333,2.333,3.0,2.333,5,6,5,4,5,9,15,9,7,162,183.1
2000,9,6,1.333,0.667,1.333,0.333,2.333,4.0,3.667,4.0,5,3,5,2,9,27,22,27,12,162,181.5
2000,9,7,3.0,2.667,3.0,2.667,2.667,3.333,3.333,3.333,15,12,15,12,12,18,18,18,15,156,175.8
2000,9,8,3.0,2.0,2.667,3.667,3.667,3.667,3.0,3.667,15,7,12,22,22,22,15,22,17,121,165.7
2000,9,9,2.333,2.0,1.667,1.333,2.0,1.0,0.333,0.0,9,7,6,5,7,4,2,0,5,90,153.0
2000,9,10,0.0,0.333,0.667,1.667,1.0,1.333,1.667,1.333,0,2,3,6,4,5,6,5,4,60,142.5
2000,9,11,0.0,0.0,0.333,1.0,1.333,2.333,1.333,1.667,0,0,2,4,5,9,5,6,4,37,136.7
2000,9,12,2.0,3.333,2.667,4.0,4.333,3.0,4.333,4.0,7,18,12,27,32,15,32,27,21,50,134.2
2000,9,13,4.0,3.667,1.667,0.667,1.333,1.333,1.0,1.667,27,22,6,3,5,5,4,6,10,78,134.8
2000,9,14,1.0,2.0,1.667,0.667,0.667,1.0,1.0,1.0,4,7,6,3,3,4,4,4,4,85,152.5
2000,9,15,0.333,2.667,0.667,1.0,1.0,1.667,3.333,5.0,2,12,3,4,4,6,18,48,12,109,161.1
2000,9,16,3.667,3.0,2.667,3.333,3.0,3.667,4.333,6.333,22,15,12,18,15,22,32,94,29,121,176.4
2000,9,17,4.667,4.0,2.333,3.0,4.0,4.667,5.333,8.333,39,27,9,15,27,39,56,236,56,154,183.2
2000,9,18,7.667,5.667,5.0,6.0,6.0,6.0,3.0,3.0,179,67,48,80,80,80,15,15,70,159,205.7
2000,9,19,3.0,3.0,3.0,5.0,6.0,4.0,3.0,3.667,15,15,15,48,80,27,15,22,30,172,208.8
2000,9,20,3.667,3.667,1.0,2.667,3.333,2.0,1.667,1.667,22,22,4,12,18,7,6,6,12,176,213.1
2000,9,21,2.0,2.667,2.0,3.0,2.667,1.667,2.0,1.667,7,12,7,15,12,6,7,6,9,195,226.7
2000,9,22,2.667,2.333,1.667,1.333,1.667,1.333,1.667,0.667,12,9,6,5,6,5,6,3,6,202,233.8
2000,9,23,2.0,3.0,1.667,1.0,1.667,1.667,1.333,1.0,7,15,6,4,6,6,5,4,7,227,226.7
2000,9,24,0.333,1.333,0.667,1.0,1.333,3.0,5.0,3.333,2,5,3,4,5,15,48,18,12,232,225.8
2000,9,25,2.667,2.667,3.0,3.333,3.333,4.0,3.667,4.0,12,12,15,18,18,27,22,27,19,218,226.8
2000,9,26,4.667,4.0,3.667,3.667,4.333,3.0,3.0,3.333,39,27,22,22,32,15,15,18,24,229,224.7
2000,9,27,2.667,2.667,3.333,2.667,2.333,2.333,2.0,2.667,12,12,18,12,9,9,7,12,11,230,205.5
2000,9,28,2.333,3.667,1.667,3.333,3.333,2.667,1.0,0.667,9,22,6,18,18,12,4,3,12,202,203.0
2000,9,29,2.0,2.333,0.667,2.333,2.0,1.667,1.667,1.667,7,9,3,9,7,6,6,6,7,169,192.6
2000,9,30,3.333,4.0,5.333,5.0,5.667,5.0,5.0,6.333,18,27,56,48,67,48,48,94,51,142,194.0
2000,10,1,4.0,3.667,3.333,2.0,1.667,2.667,1.667,1.0,27,22,18,7,6,12,6,4,13,164,201.9
2000,10,2,0.333,1.0,1.333,1.667,2.333,4.333,2.333,2.667,2,4,5,6,9,32,9,12,10,218,202.9
2000,10,3,4.333,4.667,5.0,4.0,5.333,4.0,1.333,2.0,32,39,48,27,56,27,5,7,30,227,192.1
2000,10,4,2.0,3.333,5.0,5.0,6.333,5.667,7.333,5.667,7,18,48,48,94,67,154,67,63,214,184.1
2000,10,5,5.333,6.667,7.667,7.333,7.667,6.667,6.333,5.0,56,111,179,154,179,111,94,48,116,183,173.7
2000,10,6,2.667,0.667,0.667,0.333,1.0,0.333,1.0,0.667,12,3,3,2,4,2,4,3,4,138,157.9
2000,10,7,0.0,1.0,1.333,1.0,2.333,1.667,1.667,0.0,0,4,5,4,9,6,6,0,4,94,155.3
2000,10,8,0.0,0.333,0.333,0.333,0.333,0.333,0.667,2.0,0,2,2,2,2,2,3,7,2,103,148.6
2000,10,9,0.667,0.333,0.333,0.333,1.0,1.0,1.667,2.0,3,2,2,2,4,4,6,7,4,101,140.4
2000,10,10,2.0,2.333,3.0,2.333,1.667,2.0,1.0,2.0,7,9,15,9,6,7,4,7,8,81,139.1
2000,10,11,4.0,4.667,2.333,1.667,2.667,1.333,3.333,1.0,27,39,9,6,12,5,18,4,15,117,150.8
2000,10,12,2.333,1.0,1.0,1.333,1.667,1.0,1.0,3.0,9,4,4,5,6,4,4,15,6,174,161.9
2000,10,13,6.0,6.667,3.0,2.333,4.0,4.0,3.0,1.667,80,111,15,9,27,27,15,6,36,173,167.2
2000,10,14,3.667,4.667,5.667,5.0,5.0,5.333,4.333,5.0,22,39,67,48,48,56,32,48,45,148,162.3
2000,10,15,2.0,3.0,1.667,1.667,2.0,1.667,2.0,2.0,7,15,6,6,7,6,7,7,8,118,160.1
2000,10,16,4.333,2.0,1.333,1.333,1.667,2.667,2.0,2.0,32,7,5,5,6,12,7,7,10,131,159.8
2000,10,17,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.667,15,15,7,7,7,7,15,12,11,138,153.0
2000,10,18,3.0,2.333,1.667,2.0,2.667,1.667,1.667,2.667,15,9,6,7,12,6,6,12,9,135,149.9
2000,10,19,2.667,2.667,2.333,2.0,3.0,1.333,1.333,2.0,12,12,9,7,15,5,5,7,9,128,156.5
2000,10,20,0.667,1.0,0.333,0.667,0.333,0.667,1.0,0.333,3,4,2,3,2,3,4,2,3,134,159.3
2000,10,21,0.333,0.0,0.333,0.667,1.667,1.333,1.0,0.333,2,0,2,3,6,5,4,2,3,138,156.5
2000,10,22,0.667,0.667,2.0,3.0,3.333,4.667,4.333,2.667,3,3,7,15,18,39,32,12,16,127,158.6
2000,10,23,4.0,3.333,3.667,3.667,2.333,1.667,2.0,2.333,27,18,22,22,9,6,7,9,15,121,164.8
2000,10,24,2.333,1.667,2.333,3.333,2.667,1.333,1.667,1.667,9,6,9,18,12,5,6,6,9,117,157.5
2000,10,25,0.333,0.667,2.0,2.0,2.667,1.0,1.667,2.0,2,3,7,7,12,4,6,7,6,125,162.0
2000,10,26,2.667,2.333,2.0,2.0,2.0,1.0,1.667,2.333,12,9,7,7,7,4,6,9,8,104,168.9
2000,10,27,2.333,0.333,1.333,1.333,1.0,1.0,0.667,1.0,9,2,5,5,4,4,3,4,4,114,173.7
2000,10,28,0.667,0.667,2.333,4.667,4.0,2.333,3.0,5.333,3,3,9,39,27,9,15,56,20,151,179.7
2000,10,29,6.0,6.0,3.667,4.0,3.0,3.333,3.333,2.667,80,80,22,27,15,18,18,12,34,161,184.5
2000,10,30,5.0,3.667,2.667,3.333,1.667,2.0,1.667,1.0,48,22,12,18,6,7,6,4,15,154,191.0
2000,10,31,2.667,2.667,1.667,2.333,2.0,4.0,2.667,3.333,12,12,6,9,7,27,12,18,13,158,190.5
2000,11,1,3.333,2.333,2.0,0.333,1.0,1.0,1.333,2.333,18,9,7,2,4,4,5,9,7,207,201.2
2000,11,2,2.667,0.667,0.333,0.333,1.0,0.667,0.667,0.667,12,3,2,2,4,3,3,3,4,218,193.2
2000,11,3,0.0,0.0,0.333,0.333,1.0,1.0,2.0,2.0,0,0,2,2,4,4,7,7,3,209,195.5
2000,11,4,3.0,5.0,4.0,4.0,3.667,4.0,3.667,3.667,15,48,27,27,22,27,22,22,26,192,191.4
2000,11,5,3.667,3.0,2.0,0.667,3.0,3.333,3.333,3.333,22,15,7,3,15,18,18,18,14,197,183.1
2000,11,6,3.333,3.667,4.0,5.0,5.333,5.667,7.0,5.667,18,22,27,48,56,67,132,67,55,160,174.9
2000,11,7,6.0,6.667,5.333,5.333,3.667,2.667,4.0,2.0,80,111,56,56,22,12,27,7,46,181,176.6
2000,11,8,2.0,3.667,4.667,4.333,3.333,2.667,1.667,2.333,7,22,39,32,18,12,6,9,18,188,169.5
2000,11,9,2.667,2.0,1.667,1.0,3.0,3.333,3.0,4.0,12,7,6,4,15,18,15,27,13,141,163.0
2000,11,10,4.0,4.0,6.0,6.333,5.333,3.333,3.0,3.0,27,27,80,94,56,18,15,15,42,149,150.4
2000,11,11,2.333,3.333,1.667,2.333,3.333,4.0,4.0,3.0,9,18,6,9,18,27,27,15,16,133,146.6
2000,11,12,3.0,4.0,4.0,3.667,3.333,4.0,2.333,2.667,15,27,27,22,18,27,9,12,20,107,143.6
2000,11,13,1.667,3.0,1.333,2.667,2.0,2.0,2.333,2.333,6,15,5,12,7,7,9,9,9,104,140.6
2000,11,14,2.0,2.667,0.667,0.667,0.667,0.667,1.333,1.667,7,12,3,3,3,3,5,6,5,124,145.4
2000,11,15,1.0,1.0,1.0,0.667,1.0,0.333,2.0,1.0,4,4,4,3,4,2,7,4,4,145,143.2
2000,11,16,0.667,0.0,0.667,0.0,0.333,0.0,1.0,2.333,3,0,3,0,2,0,4,9,3,141,150.7
2000,11,17,1.333,0.333,0.667,0.667,0.667,0.667,0.333,0.0,5,2,3,3,3,3,2,0,3,139,159.6
2000,11,18,0.0,0.0,0.0,0.333,1.333,1.333,2.667,3.0,0,0,0,2,5,5,12,15,5,172,172.9
2000,11,19,1.667,2.333,2.0,2.0,1.333,1.667,1.0,2.0,6,9,7,7,5,6,4,7,6,185,170.7
2000,11,20,1.333,1.667,2.667,2.0,1.667,3.0,2.333,1.0,5,6,12,7,6,15,9,4,8,163,169.6
2000,11,21,3.0,2.0,2.0,1.667,2.333,2.333,2.667,2.333,15,7,7,6,9,9,12,9,9,178,180.9
2000,11,22,2.333,1.667,1.333,2.333,2.667,2.667,1.667,1.667,9,6,5,9,12,12,6,6,8,167,190.1
2000,11,23,2.0,2.667,0.667,1.667,1.667,1.667,1.667,0.0,7,12,3,6,6,6,6,0,6,135,200.1
2000,11,24,0.333,2.333,1.667,2.667,1.667,3.0,3.333,3.667,2,9,6,12,6,15,18,22,11,145,192.1
2000,11,25,3.0,2.667,0.667,0.667,0.333,0.667,2.333,1.333,15,12,3,3,2,3,9,5,6,109,274.7
2000,11,26,1.333,1.667,3.667,2.667,4.0,3.667,5.667,5.667,5,6,22,12,27,22,67,67,28,87,197.0
2000,11,27,6.333,6.0,5.667,4.667,4.0,2.667,4.0,2.667,94,80,67,39,27,12,27,12,45,124,186.6
2000,11,28,3.0,4.333,5.0,4.333,4.667,3.667,4.333,4.0,15,32,48,32,39,22,32,27,31,157,190.3
2000,11,29,6.333,6.667,6.667,4.667,5.0,3.333,2.333,3.0,94,111,111,39,48,18,9,15,56,182,183.2
2000,11,30,1.667,2.0,1.667,1.667,1.333,1.667,1.0,2.0,6,7,6,6,5,6,4,7,6,204,187.0
2000,12,1,2.0,2.333,0.667,1.667,2.0,2.333,0.667,0.333,7,9,3,6,7,9,3,2,6,159,179.3
2000,12,2,0.0,0.0,0.667,0.667,1.333,1.667,1.0,1.0,0,0,3,3,5,6,4,4,3,150,162.3
2000,12,3,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.333,4,7,15,7,15,15,15,5,10,162,158.9
2000,12,4,2.667,3.0,2.667,2.0,1.667,1.0,1.333,2.667,12,15,12,7,6,4,5,12,9,99,147.6
2000,12,5,1.333,2.0,1.0,1.667,2.0,1.0,0.333,0.333,5,7,4,6,7,4,2,2,5,89,142.7
2000,12,6,0.333,1.0,1.667,1.667,1.333,3.0,2.333,2.667,2,4,6,6,5,15,9,12,7,78,136.9
2000,12,7,3.0,3.0,3.333,2.667,3.333,2.0,2.333,4.0,15,15,18,12,18,7,9,27,15,93,139.9
2000,12,8,3.667,3.333,3.0,3.0,4.0,3.333,3.0,3.333,22,18,15,15,27,18,15,18,18,78,134.1
2000,12,9,3.0,3.667,3.333,2.667,2.333,3.333,3.333,4.333,15,22,18,12,9,18,18,32,18,80,130.7
2000,12,10,3.333,3.0,2.333,2.0,2.0,2.0,2.667,2.667,18,15,9,7,7,7,12,12,11,85,142.1
2000,12,11,3.0,2.667,2.333,1.667,1.667,0.667,1.333,2.667,15,12,9,6,6,3,5,12,8,99,139.2
2000,12,12,1.0,1.333,0.667,1.0,1.667,1.333,2.333,1.333,4,5,3,4,6,5,9,5,5,122,145.2
2000,12,13,2.667,1.667,0.667,1.0,0.667,0.333,0.667,1.333,12,6,3,4,3,2,3,5,5,157,159.5
2000,12,14,0.333,0.333,0.667,0.667,0.667,0.333,0.333,1.333,2,2,3,3,3,2,2,5,3,185,176.5
2000,12,15,0.667,0.0,0.333,0.667,0.667,0.333,0.667,0.333,3,0,2,3,3,2,3,2,2,210,181.9
2000,12,16,0.0,0.0,0.333,0.333,1.0,1.333,1.667,1.333,0,0,2,2,4,5,6,5,3,199,184.4
2000,12,17,2.0,2.333,1.0,1.333,3.0,2.333,3.333,1.0,7,9,4,5,15,9,18,4,9,207,190.4
2000,12,18,1.667,2.667,2.0,2.333,1.667,2.667,2.667,2.0,6,12,7,9,6,12,12,7,9,190,191.6
2000,12,19,2.0,1.667,0.667,2.0,1.333,1.333,1.333,0.333,7,6,3,7,5,5,5,2,5,162,192.2
2000,12,20,0.0,0.0,0.667,1.333,0.667,0.667,1.333,0.667,0,0,3,5,3,3,5,3,3,174,194.8
2000,12,21,0.333,0.0,0.333,1.667,1.667,1.667,0.667,1.333,2,0,2,6,6,6,3,5,4,159,188.2
2000,12,22,0.333,1.333,1.0,0.667,0.667,1.0,1.667,3.667,2,5,4,3,3,4,6,22,6,147,183.8
2000,12,23,4.333,5.667,4.0,2.333,2.667,2.333,2.0,2.0,32,67,27,9,12,9,7,7,21,140,184.7
2000,12,24,1.667,3.0,1.0,0.667,0.667,0.667,1.333,1.333,6,15,4,3,3,3,5,5,6,158,186.7
2000,12,25,2.0,1.0,0.667,0.667,3.0,2.333,0.333,2.333,7,4,3,3,15,9,2,9,6,148,180.9
2000,12,26,1.667,1.333,1.0,1.0,0.333,1.0,2.0,2.667,6,5,4,4,2,4,7,12,6,166,182.6
2000,12,27,2.0,1.333,1.0,1.0,2.333,3.333,2.333,1.667,7,5,4,4,9,18,9,6,8,162,181.4
2000,12,28,2.333,1.0,1.333,1.0,3.0,1.333,1.0,0.333,9,4,5,4,15,5,4,2,6,162,179.3
2000,12,29,1.0,3.333,1.667,1.0,0.333,1.0,1.333,2.0,4,18,6,4,2,4,5,7,6,151,175.5
2000,12,30,1.333,0.667,0.667,1.0,1.0,0.667,0.0,1.0,5,3,3,4,4,3,0,4,3,152,176.1
2000,12,31,1.333,0.0,0.333,1.0,0.667,0.0,0.0,0.333,5,0,2,4,3,0,0,2,2,119,163.9
2001,1,1,0.0,0.333,1.0,1.0,0.333,0.333,0.667,0.667,0,2,4,4,2,2,3,3,2,133,165.3
2001,1,2,1.333,0.333,0.0,0.0,0.667,0.333,1.0,2.667,5,2,0,0,3,2,4,12,4,140,170.2
2001,1,3,2.333,3.667,2.333,2.333,2.333,0.667,0.667,1.0,9,22,9,9,9,3,3,4,8,131,164.2
2001,1,4,2.333,1.333,3.0,2.333,3.0,3.0,2.333,2.333,9,5,15,9,15,15,9,9,11,146,168.8
2001,1,5,1.667,0.667,0.667,0.333,0.667,0.333,1.333,3.0,6,3,3,2,3,2,5,15,5,164,170.5
2001,1,6,2.0,1.0,1.0,0.667,1.0,1.0,0.333,1.0,7,4,4,3,4,4,2,4,4,194,173.4
