Year,Month,Day,Kp_00_03,Kp_03_06,Kp_06_09,Kp_09_12,Kp_12_15,Kp_15_18,Kp_18_21,Kp_21_24,ap_00_03,ap_03_06,ap_06_09,ap_09_12,ap_12_15,ap_15_18,ap_18_21,ap_21_24,Ap_daily,SunspotNumber,F107_adj
1996,12,6,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0,0,0,0,2,2,3,3,1,0,67.6
1996,12,7,0.333,1.0,2.0,1.0,0.333,1.0,2.0,1.333,2,4,7,4,2,4,7,5,4,0,67.1
1996,12,8,0.333,0.667,1.0,1.0,0.333,1.0,0.667,1.0,2,3,4,4,2,4,3,4,3,14,66.6
1996,12,9,0.0,0.0,0.333,0.667,1.0,2.0,2.333,5.0,0,0,2,3,4,7,9,48,9,18,71.5
1996,12,10,5.0,3.0,4.667,4.0,3.667,3.667,3.333,2.667,48,15,39,27,22,22,18,12,25,17,70.2
1996,12,11,4.0,2.333,3.0,3.333,2.333,2.0,3.0,2.667,27,9,15,18,9,7,15,12,14,29,75.2
1996,12,12,1.333,2.667,2.667,2.333,2.0,2.667,2.0,1.0,5,12,12,9,7,12,7,4,8,30,78.6
1996,12,13,1.667,2.333,2.333,1.0,1.0,1.667,1.0,0.333,6,9,9,4,4,6,4,2,6,34,79.2
1996,12,14,0.0,0.0,1.667,2.0,2.667,1.333,2.667,2.333,0,0,6,7,12,5,12,9,6,28,80.0
1996,12,15,2.667,2.667,1.667,2.333,3.0,3.0,3.667,3.0,12,12,6,9,15,15,22,15,13,30,82.3
1996,12,16,3.333,2.333,2.667,3.0,2.0,2.0,2.333,3.0,18,9,12,15,7,7,9,15,12,25,83.5
1996,12,17,2.667,3.0,3.0,2.333,1.333,3.0,2.333,1.0,12,15,15,9,5,15,9,4,10,29,83.6
1996,12,18,1.333,2.333,2.0,1.0,0.667,2.333,1.333,1.0,5,9,7,4,3,9,5,4,6,34,85.6
1996,12,19,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.667,3,0,0,0,0,0,0,3,1,24,84.6
1996,12,20,0.0,0.333,0.667,0.333,0.0,0.667,0.333,0.333,0,2,3,2,0,3,2,2,2,16,80.3
1996,12,21,0.0,1.667,1.0,1.333,1.0,2.667,2.0,2.333,0,6,4,5,4,12,7,9,6,22,80.9
1996,12,22,1.667,0.667,0.333,1.0,2.667,2.667,2.333,3.667,6,3,2,4,12,12,9,22,9,22,78.9
1996,12,23,3.667,3.667,2.333,1.667,1.0,1.667,0.333,0.0,22,22,9,6,4,6,2,0,9,12,76.9
1996,12,24,1.0,1.667,0.333,0.667,0.667,2.0,0.667,0.667,4,6,2,3,3,7,3,3,4,13,76.4
1996,12,25,1.333,2.0,2.0,1.667,2.0,1.0,0.667,1.333,5,7,7,6,7,4,3,5,6,0,74.7
1996,12,26,0.667,0.333,0.333,0.667,0.667,0.667,1.0,1.667,3,2,2,3,3,3,4,6,3,0,73.0
1996,12,27,2.0,1.0,0.0,0.333,0.333,1.0,0.667,1.0,7,4,0,2,2,4,3,4,3,0,72.2
1996,12,28,1.0,0.333,0.667,1.667,0.667,0.667,0.333,0.333,4,2,3,6,3,3,2,2,3,0,71.8
1996,12,29,0.667,0.333,0.667,0.333,0.333,0.667,1.333,3.0,3,2,3,2,2,3,5,15,4,0,71.4
1996,12,30,3.333,2.667,2.0,2.333,2.667,1.667,0.667,2.333,18,12,7,9,12,6,3,9,10,0,70.1
1996,12,31,1.667,2.333,1.0,1.0,0.667,1.0,2.0,1.667,6,9,4,4,3,4,7,6,5,0,69.8
1997,1,1,2.0,1.667,0.667,0.667,1.0,1.0,1.0,1.333,7,6,3,3,4,4,4,5,4,0,70.0
1997,1,2,1.333,1.0,1.333,1.667,1.667,1.667,1.667,1.0,5,4,5,6,6,6,6,4,5,0,69.7
1997,1,3,1.333,0.667,0.333,1.0,0.333,1.0,1.333,1.0,5,3,2,4,2,4,5,4,4,0,70.8
1997,1,4,1.333,1.0,1.0,1.333,0.333,0.333,0.333,1.0,5,4,4,5,2,2,2,4,4,14,71.4
1997,1,5,1.333,1.333,0.667,1.0,0.667,1.333,0.667,0.333,5,5,3,4,3,5,3,2,4,13,71.9
1997,1,6,0.667,0.667,0.333,0.667,1.333,0.667,0.333,0.333,3,3,2,3,5,3,2,2,3,16,70.6
1997,1,7,2.333,4.0,2.0,2.333,2.667,2.667,2.333,1.667,9,27,7,9,12,12,9,6,11,10,70.9
1997,1,8,2.667,3.333,1.333,1.0,2.0,1.333,1.333,1.667,12,18,5,4,7,5,5,6,8,0,71.3
1997,1,9,2.0,1.333,2.333,1.0,0.667,0.333,1.333,2.0,7,5,9,4,3,2,5,7,5,12,71.3
1997,1,10,2.667,4.667,6.0,5.0,3.667,3.333,4.0,2.667,12,39,80,48,22,18,27,12,32,12,72.9
1997,1,11,4.667,4.0,2.333,4.0,3.667,1.333,1.667,1.333,39,27,9,27,22,5,6,5,18,9,71.6
1997,1,12,1.667,2.0,4.667,2.667,2.0,2.667,2.333,2.0,6,7,39,12,7,12,9,7,12,0,72.1
1997,1,13,2.0,2.667,1.667,1.0,2.333,1.667,1.667,1.0,7,12,6,4,9,6,6,4,7,0,72.1
1997,1,14,0.667,0.667,1.333,0.667,1.333,1.0,1.667,1.667,3,3,5,3,5,4,6,6,4,0,72.4
1997,1,15,0.667,0.667,1.0,1.0,1.667,2.0,1.0,0.333,3,3,4,4,6,7,4,2,4,14,73.3
1997,1,16,1.0,1.0,0.667,0.667,0.333,0.0,0.333,1.0,4,4,3,3,2,0,2,4,3,22,72.4
1997,1,17,0.0,0.0,0.0,0.0,0.667,1.0,1.0,1.333,0,0,0,0,3,4,4,5,2,10,71.7
1997,1,18,3.0,2.0,1.333,1.333,0.667,0.667,0.667,0.333,15,7,5,5,3,3,3,2,5,14,72.2
1997,1,19,1.0,0.667,0.333,1.0,2.0,3.0,1.333,1.0,4,3,2,4,7,15,5,4,6,0,72.9
1997,1,20,0.667,0.333,1.333,1.0,1.667,3.0,2.0,2.667,3,2,5,4,6,15,7,12,7,0,74.3
1997,1,21,3.333,1.667,1.667,2.0,3.0,3.0,2.0,1.0,18,6,6,7,15,15,7,4,10,0,71.8
1997,1,22,2.0,2.333,1.0,1.0,0.667,1.667,1.667,1.667,7,9,4,4,3,6,6,6,6,0,70.7
1997,1,23,2.333,0.333,0.667,0.667,1.0,0.667,0.667,0.333,9,2,3,3,4,3,3,2,4,0,71.1
1997,1,24,0.333,1.0,0.667,0.667,0.667,1.333,1.0,2.333,2,4,3,3,3,5,4,9,4,12,71.9
1997,1,25,2.333,1.333,1.0,1.0,1.0,0.333,2.333,2.667,9,5,4,4,4,2,9,12,6,10,70.9
1997,1,26,2.333,2.0,0.667,1.667,3.667,3.667,4.333,4.667,9,7,3,6,22,22,32,39,18,10,71.9
1997,1,27,3.0,3.667,2.0,2.667,1.333,3.333,3.333,4.0,15,22,7,12,5,18,18,27,16,12,71.3
1997,1,28,3.333,4.667,2.667,2.667,4.0,4.0,4.333,3.667,18,39,12,12,27,27,32,22,24,0,70.8
1997,1,29,2.667,2.0,1.667,2.0,2.0,1.667,3.0,2.333,12,7,6,7,7,6,15,9,9,13,72.4
1997,1,30,3.0,2.333,2.667,1.333,3.0,4.0,3.667,3.333,15,9,12,5,15,27,22,18,15,14,71.5
1997,1,31,2.667,3.0,0.667,1.0,1.0,1.667,2.0,2.333,12,15,3,4,4,6,7,9,8,13,70.3
1997,2,1,2.0,0.667,0.667,1.0,2.333,2.0,0.667,0.667,7,3,3,4,9,7,3,3,5,13,69.2
1997,2,2,1.667,2.333,2.333,1.0,1.667,3.333,3.333,3.0,6,9,9,4,6,18,18,15,11,33,76.2
1997,2,3,3.667,1.0,0.667,0.667,0.333,1.0,1.333,2.667,22,4,3,3,2,4,5,12,7,43,77.4
1997,2,4,0.667,0.333,1.0,2.0,1.333,0.667,0.667,1.0,3,2,4,7,5,3,3,4,4,45,78.4
1997,2,5,0.667,0.0,0.333,1.0,2.333,3.0,2.333,1.0,3,0,2,4,9,15,9,4,6,33,73.3
1997,2,6,1.333,3.667,3.333,2.333,3.0,1.0,1.0,1.667,5,22,18,9,15,4,4,6,10,26,72.2
1997,2,7,1.333,1.0,0.333,0.333,0.333,0.333,1.667,2.667,5,4,2,2,2,2,6,12,4,22,73.7
1997,2,8,2.333,1.667,0.667,2.667,5.667,5.0,3.667,2.333,9,6,3,12,67,48,22,9,22,12,73.2
1997,2,9,2.333,2.333,2.0,2.333,3.333,4.0,5.333,4.0,9,9,7,9,18,27,56,27,20,12,71.2
1997,2,10,3.667,3.667,4.0,3.333,3.333,3.333,4.0,3.667,22,22,27,18,18,18,27,22,22,0,70.4
1997,2,11,3.0,3.333,4.0,3.667,3.333,3.0,3.333,4.333,15,18,27,22,18,15,18,32,21,0,69.3
1997,2,12,3.333,3.0,2.667,1.0,0.333,0.0,0.0,0.333,18,15,12,4,2,0,0,2,7,0,69.1
1997,2,13,0.667,1.333,1.0,0.667,2.0,1.333,0.667,1.0,3,5,4,3,7,5,3,4,4,0,69.3
1997,2,14,1.667,1.333,2.333,1.667,0.667,0.667,1.333,1.0,6,5,9,6,3,3,5,4,5,0,69.6
1997,2,15,0.0,0.0,1.0,1.667,1.667,2.667,1.0,0.0,0,0,4,6,6,12,4,0,4,0,70.1
1997,2,16,0.333,1.333,1.667,2.0,3.0,1.333,2.333,2.667,2,5,6,7,15,5,9,12,8,13,70.3
1997,2,17,2.333,2.667,4.333,4.0,2.333,0.667,2.333,2.333,9,12,32,27,9,3,9,9,14,0,71.4
1997,2,18,2.667,2.333,1.667,1.333,1.0,1.667,0.667,1.0,12,9,6,5,4,6,3,4,6,12,71.2
1997,2,19,1.667,0.667,0.667,0.333,0.333,0.333,0.333,1.0,6,3,3,2,2,2,2,4,3,12,70.4
1997,2,20,1.0,1.667,1.0,1.0,1.333,0.667,0.667,0.667,4,6,4,4,5,3,3,3,4,10,71.0
1997,2,21,0.667,3.333,3.0,3.333,2.667,2.0,0.333,1.667,3,18,15,18,12,7,2,6,10,0,71.6
1997,2,22,2.667,2.0,0.333,1.0,1.667,3.333,2.0,2.667,12,7,2,4,6,18,7,12,8,0,71.9
1997,2,23,2.333,3.333,2.333,2.667,2.333,1.667,1.0,2.0,9,18,9,12,9,6,4,7,9,0,73.0
1997,2,24,0.333,2.333,2.667,3.0,3.0,0.667,0.667,2.667,2,9,12,15,15,3,3,12,9,10,73.1
1997,2,25,3.0,1.333,0.667,1.0,0.667,1.667,1.333,1.333,15,5,3,4,3,6,5,5,6,12,72.6
1997,2,26,3.0,3.333,2.333,3.667,4.0,3.667,1.667,1.0,15,18,9,22,27,22,6,4,15,0,72.4
1997,2,27,3.333,2.667,2.0,1.333,3.333,3.333,4.0,7.0,18,12,7,5,18,18,27,132,30,0,72.4
1997,2,28,5.333,6.333,4.667,3.333,3.0,4.0,4.0,3.333,56,94,39,18,15,27,27,18,37,0,71.5
1997,3,1,3.0,2.333,2.333,2.0,3.0,4.0,3.333,1.667,15,9,9,7,15,27,18,6,13,0,52.5
1997,3,2,1.0,3.667,3.333,3.333,2.0,3.333,1.0,1.333,4,22,18,18,7,18,4,5,12,0,71.1
1997,3,3,0.667,0.333,1.333,2.0,1.667,3.333,2.333,2.333,3,2,5,7,6,18,9,9,7,0,72.8
1997,3,4,2.0,0.333,0.667,1.0,1.0,0.667,0.667,0.667,7,2,3,4,4,3,3,3,4,0,72.8
1997,3,5,0.333,0.333,0.667,0.667,2.333,3.0,3.667,3.0,2,2,3,3,9,15,22,15,9,0,73.4
1997,3,6,3.333,3.0,2.667,1.667,2.0,2.0,0.333,0.0,18,15,12,6,7,7,2,0,8,11,74.2
1997,3,7,0.0,0.667,2.0,2.333,3.0,2.333,1.333,2.333,0,3,7,9,15,9,5,9,7,14,73.1
1997,3,8,1.667,1.667,0.667,0.667,2.333,2.333,0.333,1.0,6,6,3,3,9,9,2,4,5,26,73.6
1997,3,9,0.667,0.0,0.0,0.0,0.0,0.667,0.0,0.333,3,0,0,0,0,3,0,2,1,25,74.1
1997,3,10,0.0,0.0,0.0,0.667,0.667,0.667,0.667,1.333,0,0,0,3,3,3,3,5,2,17,73.8
1997,3,11,2.333,1.0,0.333,0.667,1.0,0.333,0.0,0.667,9,4,2,3,4,2,0,3,3,18,73.4
1997,3,12,2.0,3.333,3.333,3.0,3.333,2.333,2.667,1.667,7,18,18,15,18,9,12,6,13,21,73.4
1997,3,13,2.667,2.0,2.333,1.0,1.0,2.333,2.333,1.667,12,7,9,4,4,9,9,6,8,19,73.3
1997,3,14,2.0,1.667,1.667,1.667,0.667,0.667,1.0,2.0,7,6,6,6,3,3,4,7,5,18,74.7
1997,3,15,3.333,1.0,2.0,1.667,1.0,1.0,1.333,1.333,18,4,7,6,4,4,5,5,7,35,75.0
1997,3,16,1.667,2.667,2.667,1.667,1.333,1.667,1.333,1.0,6,12,12,6,5,6,5,4,7,15,75.0
1997,3,17,1.333,1.333,1.333,0.667,1.0,1.333,2.333,2.333,5,5,5,3,4,5,9,9,6,17,74.4
1997,3,18,2.333,2.667,1.333,1.0,1.0,1.0,1.0,1.333,9,12,5,4,4,4,4,5,6,17,73.7
1997,3,19,0.667,1.0,0.667,0.667,1.667,0.333,0.0,0.0,3,4,3,3,6,2,0,0,3,0,73.1
1997,3,20,0.333,1.333,0.667,0.333,0.333,0.333,1.333,0.333,2,5,3,2,2,2,5,2,3,12,71.0
1997,3,21,0.0,0.0,1.333,2.0,1.333,1.0,0.667,1.333,0,0,5,7,5,4,3,5,4,0,70.0
1997,3,22,3.0,3.667,2.0,2.667,2.333,1.667,0.667,0.333,15,22,7,12,9,6,3,2,10,0,70.1
1997,3,23,0.0,0.333,0.333,1.0,1.667,1.333,1.0,0.0,0,2,2,4,6,5,4,0,3,0,70.3
1997,3,24,0.667,1.333,0.667,2.667,1.667,1.0,3.0,3.667,3,5,3,12,6,4,15,22,9,0,70.6
1997,3,25,3.0,2.333,2.0,2.0,3.0,2.667,2.667,3.667,15,9,7,7,15,12,12,22,12,0,70.2
1997,3,26,2.667,3.333,2.667,3.0,3.333,3.333,3.667,3.667,12,18,12,15,18,18,22,22,17,0,69.5
1997,3,27,3.333,0.667,0.333,0.667,0.667,1.333,2.333,1.0,18,3,2,3,3,5,9,4,6,14,71.9
1997,3,28,1.0,1.0,0.667,1.667,2.333,5.0,5.667,4.0,4,4,3,6,9,48,67,27,21,19,72.9
1997,3,29,3.333,4.0,2.0,3.667,3.0,3.0,3.0,4.667,18,27,7,22,15,15,15,39,20,25,75.1
1997,3,30,2.333,3.667,2.333,2.333,2.333,2.0,2.333,1.333,9,22,9,9,9,7,9,5,10,28,73.8
1997,3,31,1.0,1.667,0.333,0.667,1.333,1.667,2.333,1.667,4,6,2,3,5,6,9,6,5,24,74.6
1997,4,1,3.0,4.333,3.0,1.0,1.667,1.0,1.0,1.667,15,32,15,4,6,4,4,6,11,25,76.2
1997,4,2,2.0,3.0,2.333,1.333,2.667,1.667,3.0,1.0,7,15,9,5,12,6,15,4,9,46,80.4
1997,4,3,3.0,3.667,1.0,0.333,0.667,0.333,1.667,0.667,15,22,4,2,3,2,6,3,7,55,78.8
1997,4,4,4.0,3.333,2.667,2.0,2.0,1.667,2.333,3.0,27,18,12,7,7,6,9,15,13,40,78.6
1997,4,5,3.667,3.333,1.0,1.333,0.333,2.0,2.333,3.667,22,18,4,5,2,7,9,22,11,37,80.3
1997,4,6,2.333,1.0,2.667,2.667,2.333,3.333,0.667,2.667,9,4,12,12,9,18,3,12,10,30,78.3
1997,4,7,3.0,3.0,1.333,1.333,2.0,2.0,2.0,2.333,15,15,5,5,7,7,7,9,9,16,77.0
1997,4,8,1.333,0.667,0.667,1.0,1.0,0.667,1.667,1.333,5,3,3,4,4,3,6,5,4,15,76.3
1997,4,9,1.667,1.667,0.333,0.667,1.667,1.667,1.0,2.667,6,6,2,3,6,6,4,12,6,31,78.3
1997,4,10,3.0,0.333,0.0,0.333,2.0,3.0,3.0,5.0,15,2,0,2,7,15,15,48,13,36,78.0
1997,4,11,5.0,6.667,4.667,1.667,3.333,3.667,3.667,4.0,48,111,39,6,18,22,22,27,37,34,77.4
1997,4,12,3.333,1.667,1.667,3.0,2.667,1.667,1.0,0.333,18,6,6,15,12,6,4,2,9,18,76.9
1997,4,13,1.0,3.333,1.667,1.667,2.0,2.0,1.333,2.0,4,18,6,6,7,7,5,7,8,33,79.3
1997,4,14,2.0,2.0,1.0,0.667,1.333,1.667,0.333,0.0,7,7,4,3,5,6,2,0,4,36,77.9
1997,4,15,2.0,0.333,0.667,0.667,0.0,0.0,0.0,0.0,7,2,3,3,0,0,0,0,2,42,79.2
1997,4,16,0.0,0.0,0.0,0.667,3.667,3.667,4.333,5.0,0,0,0,3,22,22,32,48,16,39,75.6
1997,4,17,4.667,5.333,4.0,2.667,2.0,2.333,3.667,3.667,39,56,27,12,7,9,22,22,24,19,72.3
1997,4,18,3.667,2.333,3.667,3.0,3.333,1.667,2.333,2.0,22,9,22,15,18,6,9,7,14,13,70.7
1997,4,19,2.667,3.0,3.333,3.0,3.0,1.667,2.333,2.333,12,15,18,15,15,6,9,9,12,16,70.6
1997,4,20,0.333,1.0,1.333,0.333,0.333,0.667,1.333,2.0,2,4,5,2,2,3,5,7,4,0,70.4
1997,4,21,0.333,0.667,1.0,2.333,4.667,4.333,4.333,4.667,2,3,4,9,39,32,32,39,20,0,70.9
1997,4,22,5.333,4.333,1.667,1.667,1.0,0.667,2.333,2.0,56,32,6,6,4,3,9,7,15,0,71.5
1997,4,23,1.333,1.333,0.667,2.0,1.667,1.667,3.0,3.667,5,5,3,7,6,6,15,22,9,13,69.7
1997,4,24,4.667,3.333,2.667,2.0,2.0,1.667,1.667,1.667,39,18,12,7,7,6,6,6,13,13,70.7
1997,4,25,1.667,2.333,1.333,1.0,1.333,1.333,1.667,2.333,6,9,5,4,5,5,6,9,6,12,69.6
1997,4,26,0.667,1.0,0.667,0.667,1.0,0.667,1.0,0.667,3,4,3,3,4,3,4,3,3,25,71.8
1997,4,27,0.333,0.0,0.333,0.333,0.667,1.0,1.0,1.667,2,0,2,2,3,4,4,6,3,16,74.1
1997,4,28,0.667,0.333,0.0,1.0,0.667,0.667,0.667,0.333,3,2,0,4,3,3,3,2,2,18,73.4
1997,4,29,0.0,0.0,0.0,0.667,0.667,1.333,1.667,1.333,0,0,0,3,3,5,6,5,3,12,72.9
1997,4,30,3.0,3.333,1.667,1.0,1.0,1.0,3.333,3.0,15,18,6,4,4,4,18,15,10,0,73.7
1997,5,1,3.333,1.333,1.667,1.0,3.333,4.667,5.0,6.333,18,5,6,4,18,39,48,94,29,0,73.4
1997,5,2,5.0,2.667,2.667,1.667,2.667,2.333,1.333,2.667,48,12,12,6,12,9,5,12,14,0,73.3
1997,5,3,2.0,1.667,1.667,1.333,2.667,2.667,3.0,1.667,7,6,6,5,12,12,15,6,9,0,72.3
1997,5,4,2.333,2.333,1.667,1.0,1.333,2.0,3.0,1.667,9,9,6,4,5,7,15,6,8,11,72.1
1997,5,5,3.0,2.0,1.0,1.333,1.333,1.0,1.333,1.667,15,7,4,5,5,4,5,6,6,12,73.6
1997,5,6,1.333,0.667,1.0,0.667,1.333,1.333,0.667,0.667,5,3,4,3,5,5,3,3,4,11,73.4
1997,5,7,1.0,0.667,1.333,0.0,0.333,0.333,0.667,1.667,4,3,5,0,2,2,3,6,3,11,73.3
1997,5,8,1.333,1.0,0.333,0.667,0.667,1.0,0.667,1.667,5,4,2,3,3,4,3,6,4,14,73.3
1997,5,9,1.333,1.333,1.333,0.667,0.667,0.333,0.333,0.333,5,5,5,3,3,2,2,2,3,12,73.0
1997,5,10,1.333,1.333,1.333,0.667,1.333,0.667,0.667,1.333,5,5,5,3,5,3,3,5,4,23,74.6
1997,5,11,2.333,1.667,1.667,1.667,1.333,0.333,0.0,0.0,9,6,6,6,5,2,0,0,4,22,73.8
1997,5,12,0.0,0.667,0.0,0.0,0.333,0.333,0.0,0.0,0,3,0,0,2,2,0,0,1,14,73.7
1997,5,13,0.667,0.333,0.333,0.333,0.333,0.0,0.667,0.333,3,2,2,2,2,0,3,2,2,17,75.4
1997,5,14,0.667,0.0,0.0,0.667,1.0,2.667,2.667,2.667,3,0,0,3,4,12,12,12,6,18,75.1
1997,5,15,4.0,3.333,6.667,6.667,6.333,5.333,3.0,3.0,27,18,111,111,94,56,15,15,56,15,74.7
1997,5,16,2.0,2.333,2.0,1.333,3.667,3.333,1.0,2.667,7,9,7,5,22,18,4,12,10,23,73.9
1997,5,17,3.667,2.667,0.333,2.333,1.667,1.333,2.333,2.333,22,12,2,9,6,5,9,9,9,23,74.4
1997,5,18,1.0,1.333,1.333,0.667,1.333,1.0,1.333,2.0,4,5,5,3,5,4,5,7,5,29,75.8
1997,5,19,0.667,0.667,0.667,0.667,0.667,0.667,0.333,0.333,3,3,3,3,3,3,2,2,3,37,76.0
1997,5,20,1.0,1.333,2.0,0.667,0.667,1.0,0.333,0.333,4,5,7,3,3,4,2,2,4,54,81.1
1997,5,21,0.0,0.667,1.0,1.0,1.0,1.0,1.333,1.0,0,3,4,4,4,4,5,4,4,72,86.9
1997,5,22,1.0,0.333,0.0,0.333,0.333,1.333,1.0,1.333,4,2,0,2,2,5,4,5,3,66,83.0
1997,5,23,0.0,0.333,0.667,0.667,0.667,0.667,0.667,0.667,0,2,3,3,3,3,3,3,2,55,78.1
1997,5,24,1.333,1.0,1.333,2.0,2.333,2.0,2.333,2.0,5,4,5,7,9,7,9,7,7,41,78.9
1997,5,25,1.667,2.0,1.333,0.667,1.0,1.333,1.0,0.333,6,7,5,3,4,5,4,2,4,40,80.1
1997,5,26,0.333,0.333,0.0,1.333,2.667,2.667,3.0,3.333,2,2,0,5,12,12,15,18,8,48,82.0
1997,5,27,4.0,6.0,4.0,2.0,2.0,1.333,1.333,2.333,27,80,27,7,7,5,5,9,21,34,80.4
1997,5,28,1.667,1.0,1.333,2.0,2.333,0.667,0.333,0.667,6,4,5,7,9,3,2,3,5,23,79.5
1997,5,29,0.667,0.333,0.333,0.333,0.333,0.333,0.333,1.333,3,2,2,2,2,2,2,5,2,19,77.6
1997,5,30,1.0,0.667,1.0,0.667,2.0,2.0,2.0,2.667,4,3,4,3,7,7,7,12,6,17,77.2
1997,5,31,2.0,1.333,0.667,1.333,2.0,2.667,2.667,2.667,7,5,3,5,7,12,12,12,8,26,74.5
1997,6,1,1.333,1.0,1.333,1.333,1.333,2.0,2.333,2.333,5,4,5,5,5,7,9,9,6,33,79.6
1997,6,2,1.333,0.667,0.667,1.0,1.333,1.333,2.333,2.667,5,3,3,4,5,5,9,12,6,36,79.1
1997,6,3,2.333,2.667,3.0,1.333,1.667,1.667,2.0,2.333,9,12,15,5,6,6,7,9,9,24,77.4
1997,6,4,2.0,1.333,0.667,1.0,1.0,1.333,2.0,1.0,7,5,3,4,4,5,7,4,5,18,76.1
1997,6,5,1.0,1.0,0.667,0.667,0.333,0.667,0.667,1.0,4,4,3,3,2,3,3,4,3,18,76.1
1997,6,6,3.0,1.333,1.667,2.0,2.0,1.333,1.333,2.667,15,5,6,7,7,5,5,12,8,20,76.4
1997,6,7,3.0,3.333,1.667,2.0,3.333,2.333,1.333,1.667,15,18,6,7,18,9,5,6,10,20,76.9
1997,6,8,0.333,1.333,2.0,2.667,2.333,3.667,2.667,4.0,2,5,7,12,9,22,12,27,12,31,75.4
1997,6,9,5.333,5.667,5.0,4.667,3.667,2.333,2.667,2.667,56,67,48,39,22,9,12,12,33,26,75.3
1997,6,10,1.667,1.667,1.667,1.0,0.667,1.667,1.667,0.667,6,6,6,4,3,6,6,3,5,13,74.2
1997,6,11,1.667,0.667,0.667,0.333,0.333,0.667,0.333,1.333,6,3,3,2,2,3,2,5,3,13,73.0
1997,6,12,2.0,1.0,1.333,1.333,1.667,1.0,1.0,0.667,7,4,5,5,6,4,4,3,5,26,71.8
1997,6,13,0.667,0.333,0.333,0.333,1.0,0.667,0.333,0.667,3,2,2,2,4,3,2,3,3,29,72.3
1997,6,14,0.333,0.333,0.333,0.333,0.667,0.333,0.667,0.667,2,2,2,2,3,2,3,3,2,31,72.9
1997,6,15,2.0,1.667,1.333,1.0,1.333,1.333,1.333,1.0,7,6,5,4,5,5,5,4,5,31,73.0
1997,6,16,0.667,1.333,0.667,2.0,2.0,1.667,2.0,1.0,3,5,3,7,7,6,7,4,5,33,74.4
1997,6,17,0.333,1.333,1.333,1.0,1.0,1.0,0.667,0.333,2,5,5,4,4,4,3,2,4,21,71.8
1997,6,18,0.667,1.0,0.667,0.333,1.333,0.667,0.333,0.333,3,4,3,2,5,3,2,2,3,29,73.5
1997,6,19,2.0,1.667,3.0,2.0,1.667,2.0,1.667,2.667,7,6,15,7,6,7,6,12,8,16,72.4
1997,6,20,1.0,0.667,1.333,1.0,1.333,1.333,0.333,0.667,4,3,5,4,5,5,2,3,4,13,72.5
1997,6,21,0.0,0.0,0.0,0.667,0.333,0.333,0.667,0.667,0,0,0,3,2,2,3,3,2,11,69.8
1997,6,22,0.667,3.0,2.333,2.0,2.333,2.0,2.0,1.333,3,15,9,7,9,7,7,5,8,0,71.8
1997,6,23,1.0,0.667,0.667,1.333,2.333,1.667,1.333,2.333,4,3,3,5,9,6,5,9,6,15,71.3
1997,6,24,0.667,1.0,0.667,1.333,0.667,1.0,1.0,1.0,3,4,3,5,3,4,4,4,4,15,72.2
1997,6,25,1.667,1.667,1.667,1.667,2.0,1.333,2.333,2.667,6,6,6,6,7,5,9,12,7,31,74.1
1997,6,26,1.667,1.333,1.0,0.333,0.333,0.333,1.333,2.0,6,5,4,2,2,2,5,7,4,24,74.2
1997,6,27,1.667,1.0,1.667,4.667,4.333,3.0,3.667,2.333,6,4,6,39,32,15,22,9,17,20,74.1
1997,6,28,2.333,3.0,1.667,1.667,1.667,1.0,1.333,2.333,9,15,6,6,6,4,5,9,8,13,73.6
1997,6,29,3.333,3.0,1.667,1.667,1.0,1.0,1.333,1.667,18,15,6,6,4,4,5,6,8,13,72.6
1997,6,30,2.0,0.667,0.333,0.333,0.667,1.0,1.333,1.667,7,3,2,2,3,4,5,6,4,0,72.1
1997,7,1,1.0,1.333,0.333,0.333,1.333,1.0,1.0,1.0,4,5,2,2,5,4,4,4,4,0,72.4
1997,7,2,1.333,0.667,0.333,0.333,1.333,0.667,1.667,1.667,5,3,2,2,5,3,6,6,4,0,72.4
1997,7,3,2.0,1.333,1.0,2.0,2.333,1.667,0.333,1.333,7,5,4,7,9,6,2,5,6,10,71.4
1997,7,4,1.667,1.667,1.333,0.667,1.667,2.667,1.333,1.0,6,6,5,3,6,12,5,4,6,11,72.0
1997,7,5,0.667,1.333,1.333,1.0,1.667,1.0,0.333,0.333,3,5,5,4,6,4,2,2,4,10,72.0
1997,7,6,0.667,1.667,1.333,1.667,0.667,0.333,1.0,0.667,3,6,5,6,3,2,4,3,4,12,70.6
1997,7,7,1.0,3.0,2.333,2.0,2.333,3.667,4.0,4.0,4,15,9,7,9,22,27,27,15,32,72.6
1997,7,8,1.333,1.0,0.667,0.667,1.0,1.0,0.667,1.333,5,4,3,3,4,4,3,5,4,20,72.1
1997,7,9,2.667,2.667,1.667,0.667,1.667,3.333,3.667,2.0,12,12,6,3,6,18,22,7,11,21,72.3
1997,7,10,0.667,1.333,2.0,2.333,1.667,1.667,1.333,1.0,3,5,7,9,6,6,5,4,6,16,70.8
1997,7,11,1.0,0.667,0.667,1.0,1.667,0.667,1.333,1.333,4,3,3,4,6,3,5,5,4,0,70.9
1997,7,12,1.0,0.667,0.333,0.0,0.667,0.667,0.667,0.667,4,3,2,0,3,3,3,3,3,0,69.6
